시설ID,시도,시군구,품목명,품종,재배면적,시설유형,재배형태,단동/연동 구분,수집일,외부온도,외부습도,외부 일사량,외부풍향,외부풍속,외부강우,강우감지,내부온도,내부습도,내부CO2,내부 일사량,토양EC,토양PH,지온,지습,(양액)총배액,(양액)총급액,(양액)배액PH,(양액)공급PH,(양액)배액EC,(양액)공급EC,(양액)지온,(양액)지습,배기팬작동여부,CO2발생장치작동여부,보광등작동여부,난방기작동상태,난방기작동여부,유동팬작동상태,유동팬작동여부,보온커튼작동상태,보온커튼작동여부,차광커튼작동상태,차광커튼작동여부,우측삼중측창 작동여부,좌측삼중측창 작동여부,우측이중측창 작동여부,좌측이중측창 작동여부,우측일중측창 개도,우측일중측창 온도폭,우측일중측창 설정온도,우측일중측창 작동여부,우측일중측창 작동상태,좌측일중측창 개도,좌측일중측창 온도폭,좌측일중측창 설정온도,좌측일중측창 작동여부,좌측일중측창 작동상태,측창,우측이중천창 작동여부,좌측이중천창 작동여부,우측일중천창 개도,우측일중천창 온도폭,우측일중천창 설정온도,우측일중천창 작동여부,우측일중천창 작동상태,좌측일중천창 개도,좌측일중천창 온도폭,좌측일중천창 설정온도,좌측일중천창 작동여부,좌측일중천창 작동상태,천창,조사일,주차,생장길이,화방높이,줄기직경,엽장,엽폭,엽수,개화군,착과군,열매수,최종화방차수
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 10:00:00,-1,,469,,2,,0,30,85,456,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,4,,,,,11,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 11:00:00,0,,585,,2,,0,29,83,454,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,10,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 12:00:00,0,,626,,2,,0,29,87,457,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,7,,,,,7,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 13:00:00,1,,611,,2,,0,29,86,477,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,7,,,,,11,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 14:00:00,1,,536,,2,,0,28,87,448,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,7,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 15:00:00,2,,403,,2,,0,30,87,466,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,1,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 16:00:00,2,,229,,1,,0,31,88,390,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 17:00:00,2,,42,,1,,0,27,89,367,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 18:00:00,0,,0,,0,,0,28,87,403,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 19:00:00,-2,,0,,0,,0,29,83,439,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 20:00:00,-3,,0,,0,,0,27,81,472,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 21:00:00,-4,,0,,0,,0,28,79,499,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 22:00:00,-5,,0,,0,,0,28,77,522,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-04 23:00:00,-5,,0,,0,,0,29,75,544,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-04,4주차,15,18,9,34,68,16,1,4,14,0
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 00:00:00,-6,,0,,0,,0,29,75,564,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 01:00:00,-6,,0,,0,,0,28,75,584,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 02:00:00,-7,,0,,0,,0,28,76,602,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 03:00:00,-7,,0,,0,,0,28,76,620,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 04:00:00,-7,,0,,0,,0,28,77,636,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 05:00:00,-7,,0,,0,,0,28,78,653,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 06:00:00,-8,,0,,0,,0,28,79,668,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 07:00:00,-8,,2,,0,,0,28,81,683,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 08:00:00,-7,,60,,0,,0,28,85,694,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 09:00:00,-4,,230,,0,,0,29,85,659,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,0,,,0,0,,,,5,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 10:00:00,-1,,299,,0,,0,29,88,483,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,9,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 11:00:00,1,,445,,0,,0,30,90,336,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,13,,,,,12,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 12:00:00,5,,467,,0,,0,29,90,287,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,18,,,,,16,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 13:00:00,7,,381,,0,,0,29,91,454,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,14,,,,,11,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 14:00:00,7,,278,,1,,0,27,92,477,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 15:00:00,7,,331,,1,,0,27,92,472,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 16:00:00,8,,146,,0,,0,26,92,407,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 17:00:00,7,,41,,0,,0,24,93,401,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 18:00:00,5,,0,,0,,0,22,92,438,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 19:00:00,2,,0,,0,,0,27,90,472,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 20:00:00,1,,0,,0,,0,28,89,500,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 21:00:00,1,,0,,0,,0,28,88,525,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 22:00:00,0,,0,,0,,0,28,87,550,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-05 23:00:00,-2,,0,,0,,0,28,83,570,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 00:00:00,-3,,0,,0,,0,29,82,588,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 01:00:00,-4,,0,,0,,0,28,82,609,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 02:00:00,-4,,0,,0,,0,29,81,625,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 03:00:00,-5,,0,,0,,0,28,81,641,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 04:00:00,-5,,0,,0,,0,28,81,656,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 05:00:00,-5,,0,,0,,0,28,82,670,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 06:00:00,-5,,0,,0,,0,28,83,683,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 07:00:00,-6,,3,,0,,0,28,85,696,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 08:00:00,-4,,76,,0,,0,28,88,705,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 09:00:00,-1,,219,,0,,0,29,88,656,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,0,,,0,0,,,,1,,,,,12,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 10:00:00,1,,170,,0,,0,26,90,513,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,5,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 11:00:00,4,,202,,0,,0,25,93,456,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,5,,,,,3,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 12:00:00,7,,225,,0,,0,25,94,518,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,2,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 13:00:00,9,,494,,1,,0,26,90,476,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,26,,,,,13,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 14:00:00,11,,495,,1,,0,27,89,477,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,9,,,,,17,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 15:00:00,10,,346,,1,,0,27,91,454,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,7,,,,,7,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 16:00:00,10,,182,,1,,0,27,93,403,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 17:00:00,9,,51,,0,,0,23,91,376,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 18:00:00,5,,0,,0,,0,23,90,413,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 19:00:00,2,,0,,0,,0,29,89,449,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 20:00:00,1,,0,,0,,0,25,88,479,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 21:00:00,1,,0,,0,,0,25,85,505,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 22:00:00,1,,0,,0,,0,23,86,529,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-06 23:00:00,2,,0,,0,,0,28,86,548,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 00:00:00,2,,0,,0,,0,28,87,564,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 01:00:00,2,,0,,0,,0,25,89,583,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 02:00:00,2,,0,,0,,0,28,88,599,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 03:00:00,2,,0,,0,,0,26,89,615,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 04:00:00,1,,0,,0,,0,26,87,633,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 05:00:00,1,,0,,0,,0,28,87,648,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 06:00:00,1,,0,,0,,0,27,88,661,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 07:00:00,0,,2,,0,,0,27,89,674,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 08:00:00,0,,45,,0,,0,26,91,683,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,10,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 09:00:00,2,,156,,0,,0,25,93,659,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,11,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 10:00:00,7,,375,,0,,0,26,90,522,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,2,,,,,15,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 11:00:00,9,,510,,1,,0,26,89,464,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,20,,,,,27,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 12:00:00,10,,548,,1,,0,32,86,458,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,14,,,,,28,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 13:00:00,11,,525,,1,,0,32,87,486,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,22,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 14:00:00,10,,475,,2,,0,30,86,452,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,2,,,,,6,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 15:00:00,10,,365,,2,,0,30,88,448,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,2,,,,,2,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 16:00:00,9,,199,,1,,0,29,90,393,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 17:00:00,7,,51,,1,,0,28,92,376,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 18:00:00,5,,0,,2,,0,27,92,415,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 19:00:00,4,,0,,2,,0,29,89,456,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 20:00:00,3,,0,,2,,0,26,89,486,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 21:00:00,2,,0,,1,,0,27,85,507,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 22:00:00,1,,0,,1,,0,27,83,527,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-07 23:00:00,0,,0,,1,,0,28,82,546,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 00:00:00,0,,0,,2,,0,28,81,556,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 01:00:00,-1,,0,,1,,0,28,80,565,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 02:00:00,-1,,0,,1,,0,29,80,575,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 03:00:00,-2,,0,,1,,0,28,79,583,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 04:00:00,-2,,0,,1,,0,29,80,596,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 05:00:00,-3,,0,,2,,0,29,80,603,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 06:00:00,-3,,0,,2,,0,29,81,607,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 07:00:00,-3,,4,,1,,0,28,83,614,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 08:00:00,-3,,114,,0,,0,29,86,625,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 09:00:00,-2,,321,,2,,0,28,84,518,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,6,,,,,0,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 10:00:00,-1,,481,,3,,0,30,85,466,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,9,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 11:00:00,0,,583,,2,,0,30,84,446,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,11,,,,,,,,,,,,,,
PF_0020968_01,전라북도,임실군,토마토,,"1,000",,,,2021-02-08 12:00:00,0,,630,,3,,0,29,86,455,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,0,,,0,0,,,,7,,,,,8,,,,,,,,,,,,,,
